,dcode,dname
669,2019092700010,로바가정10mg
670,2019092700009,로바가정20mg
671,2022031400005,로베디온주
672,2017080100039,로수메가연질캡슐
673,2020120300005,로수바코연질캡슐
674,2020120300010,로수코마연질캡슐
675,2021082500008,로스미르
676,2020061800012,로시가정10mg
677,2023042600008,로오스모페리주
678,A11AKP08G0639,로우에프캡슐
679,2020120300008,로제코연질캡슐
680,2022032100001,로쿠디온주
681,2019102300016,로티지연질캡슐
682,2020051800033,루레카캡슐150mg
683,2019111500018,루레카캡슐75mg
684,2018060400003,루루카캡슐150mg
685,2020011300007,루루카캡슐25mg
686,2020011300008,루루카캡슐50mg
687,2019031900028,루루카캡슐50mg
688,2018062800014,루루카캡슐75mg
689,2019061800029,루비골드과립
690,A11A2580A0090,류가신캡슐(수출용)
691,2019081200050,류마토정
692,2011102800018,리가린캡슐150mg
693,2011102800016,리가린캡슐75mg
694,A11A0840A0159,리가톤연질캡슐200mg(수출용)
695,a1p8qxg2fkmja,리드펫캡슐
696,2017082100002,리레카정150mg
697,2017082100001,리레카정75mg
698,2016012500005,리레카캡슐150mg
699,2019073000024,리레카캡슐25mg
700,2019073000025,리레카캡슐50mg
701,2016012500004,리레카캡슐75mg
702,2019100100011,리리가발린캡슐150mg
703,2019100100012,리리가발린캡슐75mg
704,2017050200018,리리베아캡슐150mg
705,2019010700140,리리베아캡슐25mg
706,2017080100032,리리베아캡슐300mg
707,2019010700139,리리베아캡슐50mg
708,2017050200017,리리베아캡슐75mg
709,A11AOOOOO8538,리리카캡슐150mg
710,2018022700007,리리카캡슐25mg
711,A11AOOOOO9637,리리카캡슐300mg
712,2018022700008,리리카캡슐50mg
713,A11AOOOOO8537,리리카캡슐75mg
714,2018071900006,리리카CR서방정165mg
715,2018071900007,리리카CR서방정330mg
716,2018071900005,리리카CR서방정82.5mg
717,2019062500035,리리큐어캡슐150mg
718,2019053100116,리리큐어캡슐75mg
719,2018052500011,리리프캡슐75mg
720,A11A2060A0205,리마진에스캡슐
721,2017022200007,리메가스정(수출용)
722,2011102800033,리바린캡슐75mg
723,2011102600021,리발린캡슐150mg
724,2011102600020,리발린캡슐75mg
725,2022020300021,리버디온주
726,2022031800001,리버스온주
727,pz7wfuq2wwhl9,리버쿨환
728,2022082300003,리브감마에스앤주10%(글리신첨가사람면역글로불린(pH4.9))
729,2016080500006,리브감마에스앤주5%[말토즈첨가사람면역글로불린(pH4.25)](10mL)
730,2019103000015,리브감마에스앤주5%[말토즈첨가사람면역글로불린(pH4.25)](200mL)
731,2011042900001,리브감마에스앤주5%[말토즈첨가사람면역글로불린(pH4.25)](20mL)
732,2016080500007,리브감마에스앤주5%[말토즈첨가사람면역글로불린(pH4.25)](50mL)
733,2016080500008,리브감마에스앤주5%[말토즈첨가사람면역글로불린(pH4.25)](60mL)
734,2019081200054,리얼리정
735,2019012500143,리카뉴로서방정150mg
736,2019012500142,리카뉴로서방정300mg
737,2011110100026,리카뉴로캡슐150mg
738,2011110100025,리카뉴로캡슐75mg
739,2017082200014,리카발린캡슐150mg
740,2017082400001,리카발린캡슐75mg
741,2011102800002,리카발캡슐150mg
742,2011102800007,리카발캡슐75mg
743,2016030200008,리카스타캡슐150mg
744,2016030200009,리카스타캡슐75mg
745,2011110100011,리카프리캡슐150mg
746,2011110100010,리카프리캡슐75mg
747,at7jk8c40kd1l,리포웰캡슐
748,2020060800006,리프레가캡슐100mg(수출용)
749,2016052500002,리프레가캡슐150mg
750,2020060800007,리프레가캡슐150mg(수출용)
751,2020060800004,리프레가캡슐50mg(수출용)
752,2016052500003,리프레가캡슐75mg
753,2020060800005,리프레가캡슐75mg(수출용)
754,2011102800011,리프렌캡슐150mg
755,2019050200153,리프렌캡슐25mg
756,2019050200152,리프렌캡슐50mg
757,2011102800010,리프렌캡슐75mg
758,2010092000001,리피뎀주(250mL)
759,2018040900029,리피뎀주(500mL)
760,2020102200003,리피션에이주(수출용)
761,2018072000007,릴리아정
762,2022032100002,마가렉스정
763,2017112700020,마그네비정
764,2022050400003,마그메가주
765,2021061000002,마그업메가연질캡슐
766,A11A1330A0173,마르딘캡슐
767,zk7pmgghynf12,마르미캡슐
768,2020031100003,마린티캡슐
769,A11A1500A0438,마성원엑스과립(향성파적환)
770,2009071505364,마이녹실정
771,2017022400005,마이메가100정
772,2023062300001,마이메가플러스정
773,2020110500002,마이오가드점안액0.125%(1회용)
774,A11AKP07L0251,마이진탕엑스과립(월비가출탕)
775,2021111900006,마일로탁주4.5mg
776,A11A0090A0028,마진가과립(소건중탕)
777,A11AKP08G4693,망가나주
778,2020122400008,매가콤비타정
779,pygk5nk0pe369,매크란연질캡슐
780,A11AKP08L0237,맥그린캡슐
781,2023022300001,맥스타민메가맥스정
782,A11AKP08K0131,멀티지센비타연질캡슐
783,A11AOOOOO7204,멀티핸스주사액
784,2019110500031,멀티핸스주프리필드시린지(10mL)
785,2011080300006,멀티핸스주프리필드시린지(15mL)
786,2011051800007,메가600정
787,2020030200016,메가골드백정
788,2015071300017,메가골드비타정
789,2012100500004,메가골드프리미엄정
790,2018031600003,메가골드플러스정
791,A11AKP08G3171,메가그린주
792,2020020500013,메가글리메트정1/250mg
793,2020020500016,메가글리메트정2/500mg
794,2020032000008,메가글리정2mg
795,2020041400009,메가글리정4mg
796,2019111500020,메가나프정75mg
797,2013121300014,메가네슘주10%
798,2020031700019,메가두타연질캡슐0.5mg
799,2017033000013,메가디쓰리정25000IU
800,2017052400003,메가디쓰리주
801,2020030200015,메가디아세캡슐50mg
802,2022081900003,메가디주
803,A11A1120A0365,메가랩환
804,2019122600011,메가레보사신정100mg
805,2019110800018,메가레보사신정250mg
806,2019052200035,메가레보사신정500mg
807,2020021000002,메가레설피정
808,bl7di9kbuzjfr,메가레이주사(수출용)
809,A11AOOOOO6935,메가레이주사(프리필드)(수출용)
810,2020120300009,메가로반연질캡슐5/1000mg
811,2020012200009,메가로사탄정
812,2020021800015,메가로사탄클정
813,2018120600007,메가로수틴정10mg
814,2018120600008,메가로수틴정20mg
815,2020020700006,메가로수틴정5mg
816,2018041900006,메가로우연질캡슐
817,2015092500023,메가로젯정10/10mg
818,2015092500022,메가로젯정10/20mg
819,2015092500024,메가로젯정10/5mg
820,2019052200007,메가록소펜정
821,2019121800014,메가록시신정150mg
822,2020021400007,메가록시캄캡슐15mg
823,2020021400006,메가록시캄캡슐7.5mg
824,A11AMMMMM1704,메가록신정250mg
825,2020012100008,메가리바스민캡슐1.5mg
826,2020012100010,메가리바스민캡슐3mg
827,2017101800001,메가마그주
828,2019110800011,메가메솔론정
829,jbo1ancdog9vp,메가메진티캡슐
830,2020021900017,메가미피드정
831,2012031500003,메가민프리미엄정
832,2018022700013,메가바이액티브정
833,2015061500004,메가바이정
834,2020021200006,메가바틴캡슐100mg
835,2020021200005,메가바틴캡슐300mg
836,2020032600012,메가발탄정160mg
837,2020031100011,메가발탄정80mg
838,A11AKP08G3874,메가백정
839,2017101100050,메가베스틴정
840,A11AKP08G4477,메가베타정24mg
841,2020112300008,메가벤비타정
842,2022080200002,메가본정
843,2023111700001,메가브레이논캡슐
844,2019110800013,메가브로린캡슐
845,2021022400002,메가브로멜정
846,2021033100002,메가브이벤정
847,2017091900019,메가비액티브정
848,2013041900009,메가비콤정
849,2013121200003,메가비타식스주
850,A11AKP08G0286,메가비타연질캡슐
851,2021110500001,메가비텐액티브정
852,2018011000007,메가비텐정
853,2021121600003,메가비텐프리미엄정
854,A11AEEEEE0505,메가비트환
855,2020052200002,메가사르포서방정300mg
856,2020021900019,메가사르포정100mg
857,2023041300006,메가사반정15mg
858,2023041300005,메가사반정30mg
859,2022120600009,메가사반정60mg
860,2020090300002,메가삼백정
861,2020052200031,메가삼연질캡슐
862,2015102800006,메가세클러캡슐
863,A11A0350B0003,메가세트주
864,2020010600007,메가세티리정
865,A11A0340A0277,메가세프주500mg
866,A11A0340A0279,메가세프주사1g
867,A11A0340A0220,메가세프캡슐250mg
868,A11AFFFFF0135,메가세프캡슐500mg
869,2023031600001,메가센타액
870,2014053000011,메가셋세미정
871,A11AKP07L0497,메가셋정
872,A11AMMMMM1705,메가소프크림(30g)
873,2019102400024,메가소프크림(500g)
874,2020051800015,메가솔페나정10mg
875,2020051800014,메가솔페나정5mg
876,2013032500069,메가스타틴정2mg
877,A11AKP08G3172,메가스펜정
878,2009092300111,메가슬림정
879,2019041600117,메가시메콘연질캡슐
880,2019031900036,메가시플록정
881,2020021200008,메가실로졸정50mg
882,2020021100001,메가심바에정10/10mg
883,2019052400047,메가심바에정10/20mg
884,2020021800010,메가심바틴정
885,A11APPPPP2238,메가써큐정120mg
886,A11AOOOOO7606,메가씨주
887,2020022500005,메가아세돌서방정
888,2020022500004,메가아세돌세미서방정
889,2020042300015,메가아세돌세미정
890,2020041700014,메가아세돌정
891,2019050200095,메가아토바정10mg
892,2019050200089,메가아토바정20mg
893,2020031100013,메가알렌드정
894,2019123100006,메가알티정480mg
895,2016082600005,메가알파브이정
896,2020022100011,메가암로핀정
897,2018090300009,메가에소메정20mg
898,2019021500046,메가에스틴정
899,2020020500017,메가에제티정10mg
900,2018050300003,메가엑트액
901,2020120300012,메가엠듀얼연질캡슐
902,2020022800019,메가엠미니연질캡슐2g
903,2020010700003,메가엠연질캡슐
904,2016102500006,메가엠지연질캡슐
905,2020020500010,메가오메졸캡슐20mg
906,2020031100012,메가오플록정
907,2020032000014,메가옥티로정40mg
908,2014072800040,메가우루백정
909,2021082500007,메가원정
910,2009071505355,메가웰정
911,2009071505551,메가웰큐정
912,2019121800013,메가이르딘정2mg
913,2020011500006,메가이반론주
914,2020012200033,메가이토정
915,2019030800035,메가젤틴정
916,2016062800018,메가치올플러스액
917,2019122000008,메가카르베정12.5mg
918,2019122000007,메가카르베정25mg
919,2020032700006,메가카티허브정
920,2016120100032,메가케토겔
921,2015120100014,메가코르빈씨주
922,2009071506047,메가코인연질캡슐
923,2010111900009,메가코인정
924,2009071506046,메가코인플러스연질캡슐
925,pwtxqt8h0h1s4,메가코정
926,A11AJJJJJ0700,메가코판정
927,2020021800009,메가콕시브캡슐100mg
928,2020030900011,메가콕시브캡슐200mg
929,2018080900004,메가콘600정
930,2012110500008,메가콘드로엠600정
931,2015060300184,메가콘벤800정
932,A11AKP08G3875,메가콘비타연질캡슐
933,A11AKP08G3876,메가콘사민에스연질캡슐
934,2011111100003,메가콘사민에프연질캡슐
935,2010110300004,메가콘친골드연질캡슐
936,8w3byz9sqe2d7,메가콘트로연질캡슐
937,2012051600004,메가콘트정
938,A11A3550A0198,메가쿨카타플라스마
939,2020012000007,메가클래신정250mg
940,2020010900010,메가클래신정500mg
941,2020011400002,메가클로버정
942,2020031900006,메가클로페낙정
943,2019110800012,메가클로피정75mg
944,2011081000004,메가클린연질캡슐
945,nyyjumf4azdcw,메가타민정
946,2012101600002,메가터빈정
947,2020010600003,메가텔디핀정40/10mg
948,2020010600002,메가텔디핀정40/5mg
949,2019053100009,메가텔디핀정80/5mg
950,2020012900019,메가텔미정40mg
951,2020012900018,메가텔미정80mg
952,2020030500006,메가텔미클정40/12.5mg
953,2020042800032,메가텔미클정80/12.5mg
954,A11AKP09F0110,메가토스씨정
955,2009071505683,메가토스씨플러스정
956,A11A0860A0169,메가토스정
957,2020021800012,메가트라정
958,2020051900034,메가트라캡슐
959,2013101100013,메가트루골드정
960,2021050400009,메가트루맥스정
961,2017013100014,메가트루액티브정
962,2012082700006,메가트루정
963,2018060800005,메가트루파워정
964,2015092400006,메가트루포커스정
965,2018050200029,메가트리연질캡슐
966,2019050200126,메가티로정
967,2019100700006,메가티지연질캡슐
968,2020020500018,메가파모정20mg
969,A11AKP08C0018,메가파워정
970,2020032300008,메가팔로주
971,2019012500184,메가팜시버정250mg
972,2020022400022,메가페북정40mg
973,2020022100021,메가페북정80mg
974,2019122700002,메가페손정
975,2019121300007,메가페시아정1mg
976,2020022600010,메가페시아정5mg
977,A11AOOOOO7528,메가펜틴캡슐100mg
978,A11AOOOOO5436,메가펜틴캡슐300mg
979,2021020900015,메가포스씨정
980,2013083000009,메가포지정10/160mg
981,2013083000010,메가포지정5/160mg
982,2013083000011,메가포지정5/80mg
983,A11AOOOOO8623,메가폴민서방정500mg
984,A11AOOOOO5662,메가폴민정500mg
985,2020030500004,메가푸딘정10mg
986,2020022800002,메가프레가캡슐150mg
987,2020022800001,메가프레가캡슐75mg
988,A11AKP08C0215,메가프렉스정160mg
989,A11ADDDDD0172,메가프렉스정40mg
990,2016062200055,메가프리드정
991,2012112300002,메가플나졸캡슐
992,2020031800024,메가피바틴정2mg
993,2020033000017,메가피오정15mg
994,2019121800012,메가픽심캡슐100mg
995,A11AKP07L0280,메가헤로큐빈캡슐
996,2013071600007,메가헤프에스캡슐(수출용)
997,2013071600006,메가헤프캡슐(수출용)
998,2020011600003,메가히알론주
999,2020011600004,메가히알론플러스주
1000,2020080600002,메디톡스메가비타디주
1001,2020061900008,메디톡스메가비타씨주
1002,2021031000002,메이센정
1003,A11AKP08A0102,명담환
1004,A11AOOOOO9161,모가톤정
1005,A11A3300A0176,모가풀캡슐
1006,2018062500001,모가프텐트로키
1007,bk7or2mxnmjp1,모두펜정
1008,2020042900016,모사가틴서방정15mg
1009,2014120200006,모사가틴정
1010,7tq8lzlog4akz,뮤센환
1011,2009071505961,미가드정2.5mg
1012,2021021900067,미가론서방정50mg
1013,2019111100003,미가펜에스연질캡슐
1014,2019122600010,미가펜이브연질캡슐
1015,2020021100024,미가펜후레쉬연질캡슐
1016,2023033100003,미니마코연질캡슐500mg
1017,2023033100002,미니메가연질캡슐500mg
1018,2020021400012,미니플로연질캡슐2g
1019,2021021900066,미라베가서방정50mg
1020,A11AKP07L0458,미모톤캡슐(수출용)
1021,2009071505600,미성과립(향성파적환)
1022,2009071501645,미성종합가스의료용산소
1023,A11A1750A0050,미소정(가미소요산엑스정)
1024,2022071800003,미소진액(인삼가미사물탕)
1025,A11AKP08G0645,미시랜더캡슐
1026,2013101400001,밀성산업가스의료용산소
1027,A11APPPPP1084,바디그린캡슐
1028,2016081200009,바로펜틴캡슐100mg
1029,2016081200010,바로펜틴캡슐300mg
1030,A11AOOOOO9630,바론틴캡슐300mg
1031,A11A0860A0191,바스칼캡슐
1032,2016062900003,바이넥스가바펜틴정600mg
1033,2016062900001,바이넥스가바펜틴캡슐100mg
1034,2016062900002,바이넥스가바펜틴캡슐300mg
1035,A11AKP08L0333,바이타큐연질캡슐
1036,A11AKP08G3884,바이탈진생큐정
1037,2009091800307,바이탈플러스연질캡슐
1038,2021102100025,배가나정
1039,A11AKP07L0368,배낙스정
1040,2009071504160,백사민연질캡슐(수출용)
1041,2017062100002,백시플루4가주사액프리필드시린지(인플루엔자분할백신)
1042,ilawlw0zretuq,베가톤연질캡슐
1043,2020112600006,베나니액
1044,2016022900027,베나치오메가자임정
1045,2015020900005,베로나에스정
1046,2022021000002,베로디온주
1047,A11A2340B0058,베로틴연질캡슐
1048,A11AEEEEE0506,베루본에스정
1049,2021021900063,베미가서방정50mg
1050,2019010700014,베스폰사주
1051,2019070900023,베시가드정10mg
1052,2019070900022,베시가드정5mg
1053,2023081100010,베아콕시브플러스정
1054,2014010200016,베타미가서방정25mg
1055,2014010200015,베타미가서방정50mg
1056,2023051000002,베타셀민연질캡슐
1057,2017080100028,벤포메가백정
1058,2012091900014,벤포메가정
1059,2009092300064,변락에프과립
1060,A11A1830A0049,보기환(오약순기산가도담탕환)
1061,gv64d5hyu903g,보노아이주(수출용)
1062,fvgf0oo0nozd4,보노아이프리필드주(수출용)
1063,2020110300016,보니센원스주
1064,A11A1080A0029,보당(팔미환)
1065,A11A1080A0044,보당(팔미환)200mg환
1066,2020031700021,보령가바펜틴캡슐100mg
1067,2020031700020,보령가바펜틴캡슐300mg
1068,2018111600009,보령다비가트란캡슐110mg
1069,2018111600010,보령다비가트란캡슐150mg
1070,2019032900131,보령오메가3연질캡슐
1071,2020031100004,보령프레가발린캡슐150mg
1072,2020031100005,보령프레가발린캡슐25mg
1073,2020022400001,보령프레가발린캡슐300mg
1074,2020022400025,보령프레가발린캡슐50mg
1075,2020022400026,보령프레가발린캡슐75mg
1076,2019031900012,보위황정
1077,2009071503758,복지종합가스의료용산소
1078,2012102400005,본가드정150mg
1079,2019081200059,본레라정
1080,2019060400022,본레일정
1081,2012100400012,본베가정150mg
1082,A11AKP08D0207,본스칼정
1083,2019070300009,본에정
1084,2023081100012,본에콕스정
1085,2010092800004,본엔비연질캡슐
1086,2009091800109,본카바연질캡슐
1087,vom1sf132j1az,본칼디연질캡슐
1088,A11APPPPP2479,뷰스타캡슐
1089,A11AKP08F0499,뷰원연질캡슐
1090,2022020700003,브레스온주
1091,2023120100001,브레스온프리필드시린지주
1092,2022021000011,브레시스주
1093,A11AKP07L0171,브레인엑스과립(백호가인삼탕)
1094,2022021400002,브리덱스주
1095,2022042900017,브리디액트주
1096,2012101600008,브리디온주
1097,2022021500013,브리스턴프리필드주
1098,2022072000002,브리칸주
1099,2022010300010,브리턴주
1100,A11AKP07L0281,브아피엑스과립(시호가용골모려탕엑스)
1101,nl28mpwkla0yf,브이텐연질캡슐
1102,A11AKP08B0099,블루큐텐연질캡슐
1103,2019010300010,비가룩스점안액0.5%
1104,A11AOOOOO1826,비가목스점안액0.5%
1105,2015081800007,비가비르정450mg
1106,A11A0670A0329,비가졸액
1107,A11A6060B0059,비가펜정(수출용)
1108,2014112400001,비가플로점안액0.5%
1109,A11AEEEEE0582,비감원엑스과립(갈근탕가천궁신이엑스)
1110,2009090700350,비반캡슐
1111,2022072000001,비보디온주
1112,2014101400001,비센큐정
1113,2022022300002,비씨슈가주
1114,2018020900003,비씨프레가발린캡슐150mg(수출용)
1115,2018020900004,비씨프레가발린캡슐75mg(수출용)
1116,2019042500069,비엘프레가캡슐75mg
1117,2010022600011,비오파이브과립
1118,A11AKP08G1490,비치과립(갈근탕가천궁신이엑스)
1119,2015060300203,비카린엠장용정
1120,A11A0530A0090,비카린정(수출용)
1121,A11ABBBBB0072,비코그린정(수출용)
1122,2012091400012,비코실린정
1123,2018112000001,비코엑스장용정
1124,2020101600003,비코윈정
1125,2021050400012,비크린정
1126,2009091800311,비타가드정
1127,2009091800246,비타메가정
1128,2012052500006,비타메가프리미엄정
1129,2009071501432,비타진연질캡슐(수출용)
1130,A11AKP08K0173,비타텐골드연질캡슐
1131,A11APPPPP2362,비타텐연질캡슐
1132,A11AKP08B0180,비타헬스연질캡슐
1133,A11ALLLLL0110,빅사민연질캡슐
1134,2021102600009,빌가드엠정50/500mg
1135,2022012400001,빌가드정50mg
1136,A11AKP08G0346,사노칼에이정
1137,A11ABBBBB1259,사브릴정500mg
1138,2018061200005,사포날과립
1139,2023050400001,사포날에스과립
1140,2022012400005,산도스슈가마덱스나트륨주
1141,2015070100051,산도스프레가발린캡슐150mg
1142,2015070100052,산도스프레가발린캡슐75mg
1143,2017013100012,산텐가리유니점안액
1144,2019100400015,삼성가바펜틴캡슐100mg
1145,2018072000010,삼성가바펜틴캡슐300mg
1146,2022021000005,삼성슈가마덱스주
1147,2016060900008,삼성프레가발린캡슐150mg
1148,2016060900007,삼성프레가발린캡슐75mg
1149,2010062100004,삼타민에프연질캡슐(수출용)
1150,2014070900001,삼타민지연질캡슐(수출용)
1151,A11AKKKKK0282,생장환에스정
1152,A11AKP07L0380,생천원(위생천화원)
1153,2019032900014,서울가바펜틴캡슐100mg
1154,2019032900015,서울가바펜틴캡슐300mg
1155,2020051800005,서울오메가3연질캡슐
1156,2019041800029,서울프레가발린캡슐150mg
1157,2019041800028,서울프레가발린캡슐75mg
1158,A11A0390A0084,성광리도아가아제
1159,2016020200019,성광알파헥시딘가글액
1160,A11A2350A0023,세가톤트로키
1161,A11AKP08G4522,세가틸정
1162,2015102900005,세노비아에프정
1163,2014112100016,세라실에스정
1164,2017010900005,세레델가캡슐84mg
1165,2023081100013,세레듀오정
1166,2019121700001,세종가스의료용산소
1167,2017082100003,센리카정150mg
1168,2017082100004,센리카정75mg
1169,2020030200003,센리카캡슐50mg
1170,2022053100002,센스가드이브정
1171,2021080300001,센스가드정
1172,A11APPPPP2738,센코프캡슐
1173,A11AKP08K0178,센툼연질캡슐
1174,h9q6t0epwz36a,셀가톤연질캡슐
1175,2018102300012,셀그린캡슐
1176,A11APPPPP2416,셀라텐연질캡슐
1177,2011100400020,셀레몬에스연질캡슐
1178,A11AKP08L0229,셀레몬에프연질캡슐
1179,A11APPPPP2183,셀레몬연질캡슐
1180,2023081100009,셀레브론정
1181,2023081100014,셀레이나정
1182,2011062900005,셀레진연질캡슐
1183,2023081100015,셀렉카듀오정
1184,A11APPPPP2116,셀보렉스큐연질캡슐
1185,A11AKP08A0382,셀비타연질캡슐
1186,2009091800265,셀씨큐연질캡슐
1187,2011081700003,셀카로틴에프연질캡슐
1188,2009090700283,셀카로틴연질캡슐
1189,gd6h9rynffift,셀크페롤연질캡슐
1190,A11AKP07L0416,셀티베타연질캡슐
1191,2018051500003,셀페린캡슐75mg
1192,2021070800003,소가프텐정
1193,A11A0090A0047,소요과립(가미소요산엑스과립)
1194,A11AKKKKK0493,소하자임플러스정
1195,A11AKP07L0390,소향원
1196,A11ABBBBB1313,속시나제삼중정
1197,A11AOOOOO4971,속시탈과립
1198,2020032000035,속시탈정
1199,2018102300015,속이쿨정
1200,2014072100007,속콜기가연질캡슐
1201,2009071505496,속크린산
1202,2023071900006,속펜하겐정
1203,2009071505697,솔루신캡슐
1204,A11AKP07L0060,송보환(가감팔미환)
1205,A11AEEEEE0511,송정환(가감팔미환)
1206,2009102600006,수렌유환
1207,A11A1080A0116,순경보(계지복령환가대황엑스과립)
1208,2015100600006,슈가논정5mg
1209,2023031300005,슈가다파정
1210,2022031000004,슈가덱스주사
1211,2022021500012,슈가디온프리필드주
1212,2022070700002,슈가딘주
1213,2022021400001,슈가리버스주
1214,2016081900005,슈가린정
1215,2022020800006,슈가마데온주
1216,2022022400008,슈가마주
1217,2022020300016,슈가맥스정10/100mg
1218,2016010500014,슈가메트서방정2.5/500mg
1219,2016010500013,슈가메트서방정2.5/850mg
1220,2016010500012,슈가메트서방정5/1000mg
1221,2020113000001,슈가메트서방정5/1000mg(수출용)
1222,2022021000006,슈가셀주
1223,2022021000004,슈가원주
1224,2022071200004,슈가킴주
1225,2021102200002,슈가트롤듀오서방정10/1000mg
1226,2021102200003,슈가트롤듀오서방정5/1000mg
1227,2023103100006,슈가트리서방정5/10/1000mg
1228,2023010900072,슈가파듀오서방정10/1000mg
1229,2023062200003,슈가파듀오서방정10/500mg
1230,2021042300010,슈가파정10mg
1231,2021042300009,슈가파정5mg
1232,2022040500001,슈가팜주
1233,2012080100013,슈가펜에스정
1234,2019032900129,슈메가연질캡슐
1235,2022021400003,슈브리온주
1236,A11A0350B0004,슈비칼정(수출용)
1237,2019100700012,슈퍼메가연질캡슐
1238,2019012500141,슈프레가CR서방정150mg
1239,2019012500140,슈프레가CR서방정300mg
1240,2012050800005,스리날에스정
1241,A11AKP08F0984,스마일과립(수출용)
1242,2016040400035,스모프카비벤주(1477mL)
1243,2016040400036,스모프카비벤주(1970mL)
1244,2009071505273,스모프카비벤주(986mL)
1245,2009092800008,스모프카비벤페리페랄주(1206mL)
1246,2016040400038,스모프카비벤페리페랄주(1448mL)
1247,2016040400039,스모프카비벤페리페랄주(1904mL)
1248,A11AKP08D0091,스카가드겔
1249,2019022800107,스카이셀플루4가멀티주(세포배양인플루엔자표면항원백신)(수출용)
1250,2019022200072,스카이셀플루4가주(세포배양인플루엔자표면항원백신)(수출용)
1251,2016010500064,스카이셀플루4가프리필드시린지(세포배양인플루엔자표면항원백신)
1252,2020011000006,스카이셀플루4가프리필드시린지(세포배양인플루엔자표면항원백신)(수출용)
1253,2017071200001,스켈라정
1254,A11AKP08B0192,스테빅스플러스연질캡슐
1255,A11AGGGGA0883,스토가드캡슐(수출용)
1256,A11APPPPP0584,스토가정10mg
1257,A11AKP08F0260,스토마킥정
1258,A11AKP08G3928,스토프정
1259,2013082300001,스티바가정40mg
1260,A11APPPPP0660,슬라임캡슐
1261,w183svexsvr2v,슬리그린캡슐
1262,2009071505883,슬리미큐경질캡슐
1263,A11AOOOOO7553,슬린티캡슐
1264,2009091800118,슬림엔캡슐
1265,2009071505612,슬림팍캡슐
1266,2013101600002,시노비안주
1267,2012062500007,시리카캡슐150mg
1268,2019092700004,시리카캡슐300mg
1269,2012062500005,시리카캡슐75mg
1270,A11A0090A0169,시모과립(시호가용골모려탕엑스)
1271,A11AKP07L0335,시모순정산(시호가용골모려탕엑스)
1272,A11AKP08G2605,시코연질캡슐
1273,A11AKP07L0513,신기양생환(가미신기환)
1274,2009091800320,신나겐에스과립
1275,2014042400001,신바로정
1276,2019120300004,신신가바펜틴캡슐100mg
1277,2019120300003,신신가바펜틴캡슐300mg
1278,A11AKP08F1081,신신캡시쿰핫파스
1279,2019110800004,신신프레가발린캡슐150mg
1280,2019091900105,신일가바펜틴캡슐100mg
1281,2019091900106,신일가바펜틴캡슐300mg
1282,2013082800002,신진가스텍의료용산소
1283,A11A0410A0416,신쾌환
1284,A11A1470A0055,신텍스가미소요산엑스과립
1285,A11A1470B0007,신텍스가미영신환
1286,A11A1470A0231,신텍스가미온담탕엑스과립
1287,A11A1470A0030,신텍스갈근탕가천궁신이엑스과립
1288,A11A1470A0037,신텍스계지가용골모려탕엑스과립
1289,A11A1470A0074,신텍스계지가작약탕엑스과립
1290,A11A1470A0190,신텍스계지가출부탕엑스과립
1291,A11A1470A0167,신텍스계지복령환가대황엑스과립
1292,A11A1470A0041,신텍스당귀사역가오수유생강탕엑스과립
1293,A11A1470A0185,신텍스백호가인삼탕엑스과립
1294,A11AKP08G1088,신텍스빌리켄엑스과립(가미귀비탕)
1295,A11AKP08G2052,신텍스사향소합원
1296,A11A1470A0029,신텍스시호가용골모려탕엑스과립
1297,A11A1470A0225,신텍스월비가출탕엑스과립
1298,A11A1470A0252,신텍스향성파적환엑스과립
1299,A11AKP08G1743,신화가미소요산엑스과립
1300,A11AKP08G1751,신화당귀사역가오수유생강탕엑스과립
1301,2014102100009,실키겔5%
1302,2014100100025,써지가드거즈
1303,2023081100011,쎄레텍정
1304,2023081100017,쎄브칸플러스정
1305,A11ALLLLL0132,쎄쎄500산
1306,A11AMMMMM2190,쓰리엠스테리가스EO카트리지
1307,2009071505548,쓰리엠애바가드9250외용액
1308,2012060700016,쓰리엠애바가드9272외용액
1309,2012060700015,쓰리엠애바가드9274외용액
1310,2019081200048,쓱조인정
1311,2014073000011,씨가메트정
1312,2022031400006,씨엠디온주
1313,2023081100018,씨콕스플러스정
1314,2019041200007,씨트리카캡슐150mg
1315,2019041200006,씨트리카캡슐75mg
1316,2019012500083,씨트펜틴캡슐100mg
1317,2019012500082,씨트펜틴캡슐300mg
1318,2018050200027,씨티가바캡슐100mg
1319,2018050200028,씨티가바캡슐300mg
1320,2011071500003,아가론주
1321,A11AKKKKK0213,아가메이트젤리
1322,2013083000013,아가메이트현탁액
1323,2019101700010,아가바캡슐100mg
1324,2019101700009,아가바캡슐300mg
1325,2019110500038,아가브론시럽
1326,2015050100086,아가브론정
1327,2020040300021,아가펜서방정
1328,A11AOOOOO0675,아가펜정
1329,A11AOOOOO4258,아가푸린주사
1330,2011110100008,아나리카캡슐150mg
1331,2011110100009,아나리카캡슐75mg
1332,A11AKP08G0633,아나히스큐캡슐
1333,pmfonjmmi83p1,아레나정
1334,A11AKKKKK0239,아루탈삼중정(수출용)
1335,A11AOOOOO7519,아르볼캡슐
1336,2021111200007,아리뷰캡슐
1337,2023081100006,아리아디에스정
1338,2019062500019,아리아정
1339,2019090900163,아마가정
1340,A11A0350A0414,아미노젠정500mg(수출용)
1341,A11A1330A0118,아미맥스정
